X	F
0.000095	0.000000
0.000097	0.000000
0.000098	0.000000
0.000099	0.000000
0.000101	0.000000
0.000102	0.000000
0.000104	0.000000
0.000105	0.000000
0.000107	0.000000
0.000108	0.000000
0.000110	0.000000
0.000111	0.000000
0.000113	0.000000
0.000114	0.000000
0.000116	0.000000
0.000117	0.000000
0.000119	0.000000
0.000121	0.000000
0.000122	0.000000
0.000124	0.000000
0.000126	0.000000
0.000128	0.000000
0.000129	0.000000
0.000131	0.000000
0.000133	0.000000
0.000135	0.000000
0.000137	0.000000
0.000139	0.000000
0.000141	0.000000
0.000143	0.000000
0.000145	0.000000
0.000147	0.000000
0.000149	0.000000
0.000151	0.000000
0.000153	0.000000
0.000155	0.000000
0.000157	0.000000
0.000159	0.000000
0.000162	0.000000
0.000164	0.000000
0.000166	0.000000
0.000168	0.000000
0.000171	0.000000
0.000173	0.000000
0.000176	0.000000
0.000178	0.000000
0.000181	0.000000
0.000183	0.000000
0.000186	0.000000
0.000188	0.000000
0.000191	0.000000
0.000194	0.000000
0.000196	0.000000
0.000199	0.000000
0.000202	0.000000
0.000205	0.000000
0.000207	0.000000
0.000210	0.000000
0.000213	0.000000
0.000216	0.000000
0.000219	0.000000
0.000222	0.000000
0.000225	0.000000
0.000229	0.000000
0.000232	0.000000
0.000235	0.000000
0.000238	0.000000
0.000242	0.000000
0.000245	0.000000
0.000248	0.000000
0.000252	0.000000
0.000255	0.000000
0.000259	0.000000
0.000263	0.000000
0.000266	0.000000
0.000270	0.000000
0.000274	0.000000
0.000278	0.000000
0.000281	0.000000
0.000285	0.000000
0.000289	0.000000
0.000293	0.000000
0.000298	0.000000
0.000302	0.000000
0.000306	0.000000
0.000310	0.000000
0.000315	0.000000
0.000319	0.000000
0.000323	0.000000
0.000328	0.000000
0.000333	0.000000
0.000337	0.000000
0.000342	0.000000
0.000347	0.000000
0.000351	0.000000
0.000356	0.000000
0.000361	0.000000
0.000366	0.000000
0.000372	0.000000
0.000377	0.000000
0.000382	0.000000
0.000387	0.000000
0.000393	0.000000
0.000398	0.000000
0.000404	0.000000
0.000409	0.000000
0.000415	0.000000
0.000421	0.000000
0.000427	0.000000
0.000433	0.000000
0.000439	0.000000
0.000445	0.000000
0.000451	0.000000
0.000458	0.000000
0.000464	0.000000
0.000470	0.000000
0.000477	0.000000
0.000484	0.000000
0.000490	0.000000
0.000497	0.000000
0.000504	0.000000
0.000511	0.000000
0.000518	0.000000
0.000526	0.000000
0.000533	0.000000
0.000540	0.000000
0.000548	0.000000
0.000556	0.000000
0.000563	0.000000
0.000571	0.000000
0.000579	0.000000
0.000587	0.000000
0.000596	0.000000
0.000604	0.000000
0.000612	0.000000
0.000621	0.000000
0.000630	0.000000
0.000638	0.000000
0.000647	0.000000
0.000656	0.000000
0.000665	0.000000
0.000675	0.000000
0.000684	0.000000
0.000694	0.000000
0.000703	0.000000
0.000713	0.000000
0.000723	0.000000
0.000733	0.000000
0.000744	0.000000
0.000754	0.000000
0.000765	0.000000
0.000775	0.000000
0.000786	0.000000
0.000797	0.000000
0.000808	0.000000
0.000819	0.000000
0.000831	0.000000
0.000843	0.000000
0.000854	0.000000
0.000866	0.000000
0.000878	0.000000
0.000891	0.000000
0.000903	0.000000
0.000916	0.000000
0.000928	0.000000
0.000941	0.000000
0.000955	0.000000
0.000968	0.000000
0.000981	0.000000
0.000995	0.000000
0.001009	0.000000
0.001023	0.000000
0.001037	0.000000
0.001052	0.000000
0.001067	0.000000
0.001082	0.000000
0.001097	0.000000
0.001112	0.000000
0.001128	0.000000
0.001143	0.000000
0.001159	0.000000
0.001175	0.000000
0.001192	0.000000
0.001209	0.000000
0.001225	0.000000
0.001243	0.000000
0.001260	0.000000
0.001278	0.000000
0.001295	0.000000
0.001314	0.000000
0.001332	0.000000
0.001350	0.000000
0.001369	0.000000
0.001388	0.000000
0.001408	0.000000
0.001428	0.000000
0.001448	0.000000
0.001468	0.000000
0.001488	0.000000
0.001509	0.000000
0.001530	0.000000
0.001552	0.000000
0.001573	0.000000
0.001595	0.000000
0.001617	0.000000
0.001640	0.000000
0.001663	0.000000
0.001686	0.000000
0.001710	0.000000
0.001734	0.000000
0.001758	0.000000
0.001782	0.000000
0.001807	0.000000
0.001833	0.000000
0.001858	0.000000
0.001884	0.000000
0.001911	0.000000
0.001937	0.000000
0.001964	0.000000
0.001992	0.000000
0.002020	0.000000
0.002048	0.000000
0.002076	0.000000
0.002105	0.000000
0.002135	0.000000
0.002165	0.000000
0.002195	0.000000
0.002226	0.000000
0.002257	0.000000
0.002288	0.000000
0.002320	0.000000
0.002353	0.000000
0.002385	0.000000
0.002419	0.000000
0.002453	0.000000
0.002487	0.000000
0.002522	0.000000
0.002557	0.000000
0.002593	0.000000
0.002629	0.000000
0.002666	0.000000
0.002703	0.000000
0.002741	0.000000
0.002779	0.000000
0.002818	0.000000
0.002857	0.000000
0.002897	0.000000
0.002937	0.000000
0.002979	0.000000
0.003020	0.000000
0.003062	0.000000
0.003105	0.000000
0.003149	0.000000
0.003193	0.000000
0.003237	0.000000
0.003282	0.000000
0.003328	0.000000
0.003375	0.000000
0.003422	0.000000
0.003470	0.000000
0.003518	0.000000
0.003567	0.000000
0.003617	0.000000
0.003668	0.000000
0.003719	0.000000
0.003771	0.000000
0.003824	0.000000
0.003877	0.000000
0.003931	0.000000
0.003986	0.000000
0.004042	0.000000
0.004098	0.000000
0.004156	0.000000
0.004214	0.000000
0.004273	0.000000
0.004332	0.000000
0.004393	0.000000
0.004454	0.000000
0.004517	0.000000
0.004580	0.000000
0.004644	0.000000
0.004708	0.000000
0.004774	0.000000
0.004841	0.000000
0.004909	0.000000
0.004977	0.000000
0.005047	0.000000
0.005117	0.000000
0.005189	0.000000
0.005261	0.000000
0.005335	0.000000
0.005409	0.000000
0.005485	0.000000
0.005562	0.000000
0.005639	0.000000
0.005718	0.000000
0.005798	0.000000
0.005879	0.000000
0.005961	0.000000
0.006045	0.000000
0.006129	0.000000
0.006215	0.000000
0.006301	0.000000
0.006390	0.000000
0.006479	0.000000
0.006569	0.000000
0.006661	0.000000
0.006754	0.000000
0.006849	0.000000
0.006944	0.000000
0.007041	0.000000
0.007140	0.000000
0.007239	0.000000
0.007341	0.000000
0.007443	0.000000
0.007547	0.000000
0.007653	0.000000
0.007760	0.000000
0.007868	0.000000
0.007978	0.000000
0.008089	0.000000
0.008203	0.000000
0.008317	0.000000
0.008433	0.000000
0.008551	0.000000
0.008671	0.000000
0.008792	0.000000
0.008915	0.000000
0.009039	0.000000
0.009166	0.000000
0.009294	0.000000
0.009424	0.000000
0.009555	0.000000
0.009689	0.000000
0.009824	0.000000
0.009961	0.000000
0.010101	0.000000
0.010242	0.000000
0.010385	0.000000
0.010530	0.000000
0.010677	0.000000
0.010826	0.000000
0.010978	0.000000
0.011131	0.000000
0.011287	0.000000
0.011444	0.000000
0.011604	0.000000
0.011766	0.000000
0.011931	0.000000
0.012097	0.000000
0.012266	0.000000
0.012438	0.000000
0.012612	0.000000
0.012788	0.000000
0.012967	0.000000
0.013148	0.000000
0.013332	0.000000
0.013518	0.000000
0.013707	0.000000
0.013898	0.000000
0.014092	0.000000
0.014289	0.000000
0.014489	0.000000
0.014691	0.000000
0.014897	0.000000
0.015105	0.000000
0.015316	0.000000
0.015530	0.000000
0.015747	0.000000
0.015967	0.000000
0.016190	0.000000
0.016416	0.000000
0.016646	0.000000
0.016878	0.000000
0.017114	0.000000
0.017353	0.000000
0.017596	0.000000
0.017842	0.000000
0.018091	0.000000
0.018344	0.000000
0.018600	0.000000
0.018860	0.000000
0.019124	0.000000
0.019391	0.000000
0.019662	0.000000
0.019937	0.000000
0.020215	0.000000
0.020498	0.000000
0.020784	0.000000
0.021075	0.000000
0.021369	0.000000
0.021668	0.000000
0.021970	0.000000
0.022277	0.000000
0.022589	0.000000
0.022904	0.000000
0.023224	0.000000
0.023549	0.000000
0.023878	0.000000
0.024212	0.000000
0.024550	0.000000
0.024893	0.000000
0.025241	0.000000
0.025594	0.000000
0.025951	0.000000
0.026314	0.000000
0.026682	0.000000
0.027054	0.000000
0.027432	0.000000
0.027816	0.000000
0.028204	0.000000
0.028599	0.000000
0.028998	0.000000
0.029403	0.000000
0.029814	0.000000
0.030231	0.000000
0.030653	0.000000
0.031082	0.000000
0.031516	0.000000
0.031956	0.000000
0.032403	0.000000
0.032856	0.000000
0.033315	0.000000
0.033780	0.000000
0.034252	0.000000
0.034731	0.000000
0.035216	0.000000
0.035708	0.000000
0.036207	0.000000
0.036713	0.000000
0.037226	0.000000
0.037746	0.000000
0.038274	0.000000
0.038809	0.000000
0.039351	0.000000
0.039901	0.000000
0.040458	0.000000
0.041024	0.000000
0.041597	0.000000
0.042178	0.000000
0.042768	0.000000
0.043365	0.000000
0.043971	0.000000
0.044586	0.000000
0.045209	0.000000
0.045840	0.000000
